"count","p"
48,"http://dbpedia.org/property/fastLapR"
11,"http://dbpedia.org/property/reconsidered"
1089,"http://dbpedia.org/property/ht"
55,"http://dbpedia.org/property/township"
3,"http://dbpedia.org/property/scifi"
159,"http://dbpedia.org/property/registration"
1,"http://dbpedia.org/property/domeHeightInner"
1,"http://dbpedia.org/property/subUnitRatio"
91,"http://dbpedia.org/property/southrm"
21,"http://dbpedia.org/property/isbnp"
4,"http://dbpedia.org/ontology/brand"
5,"http://dbpedia.org/property/orbitInclination"
3,"http://dbpedia.org/property/piersInWater"
4,"http://dbpedia.org/property/teambTotal"
11,"http://dbpedia.org/property/height_percent_28inch_percent_29"
1,"http://dbpedia.org/property/coachwinsd"
1,"http://dbpedia.org/property/_1stGradeCaptain"
4,"http://dbpedia.org/property/awards/honours"
1,"http://dbpedia.org/property/tl"
1,"http://dbpedia.org/property/moral"
6,"http://dbpedia.org/property/_3v1a"
57,"http://dbpedia.org/property/roy"
3,"http://dbpedia.org/property/originalgauge"
145,"http://dbpedia.org/property/pastparks"
1,"http://dbpedia.org/property/winnersShow"
40,"http://dbpedia.org/property/districtOfficeAddress"
3,"http://dbpedia.org/property/dqLosses"
29,"http://dbpedia.org/property/mcap"
5,"http://dbpedia.org/property/westTerm"
1,"http://dbpedia.org/property/raisState"
1,"http://dbpedia.org/property/southeastText"
3,"http://dbpedia.org/property/hm28Stat"
59,"http://dbpedia.org/property/tempWinter"
1,"http://dbpedia.org/property/note13NudgeDown"
1,"http://dbpedia.org/property/bodPresident"
47,"http://dbpedia.org/property/application"
310,"http://dbpedia.org/property/post1preceded"
23513,"http://dbpedia.org/property/nativeName"
41,"http://dbpedia.org/property/joinplurality"
2,"http://dbpedia.org/property/imagemSize"
2,"http://dbpedia.org/property/callsigh"
1,"http://dbpedia.org/property/s.w.LeeEmployees"
11,"http://dbpedia.org/property/_250Podiums"
1,"http://dbpedia.org/property/icaoCode"
316,"http://dbpedia.org/property/floorCount"
185,"http://dbpedia.org/property/designatedOther1Date"
1,"http://dbpedia.org/property/populationDensityMi"
38,"http://dbpedia.org/property/dcsfno"
3,"http://dbpedia.org/property/quelleLongSek"
328,"http://dbpedia.org/property/chief1Position"
1,"http://dbpedia.org/property/designation2Free1value"
2,"http://dbpedia.org/property/h1M"
4,"http://dbpedia.org/property/dub"
2,"http://dbpedia.org/property/licenceplate"
16,"http://dbpedia.org/property/generators"
1,"http://dbpedia.org/property/sprat"
1,"http://dbpedia.org/property/sounds"
24,"http://dbpedia.org/property/womens"
80,"http://dbpedia.org/property/telescope1Name"
12,"http://dbpedia.org/property/floortype"
3,"http://dbpedia.org/property/week725Color"
1,"http://dbpedia.org/property/artistName"
264,"http://dbpedia.org/property/tourneyName"
1,"http://dbpedia.org/property/bestPerformance"
187,"http://dbpedia.org/property/mapType"
1,"http://dbpedia.org/property/albanyFemaleAcademyBuildingCirca1901Established"
19,"http://dbpedia.org/property/bladeType"
1,"http://dbpedia.org/property/whytetypw"
57,"http://dbpedia.org/property/nameOfSurah"
102,"http://dbpedia.org/property/ind1rank"
2,"http://dbpedia.org/property/roadwidth"
1,"http://dbpedia.org/property/domainServer"
2,"http://dbpedia.org/property/punycodel"
20,"http://dbpedia.org/property/mauervol"
1,"http://dbpedia.org/property/gmasterWii"
48,"http://dbpedia.org/property/deceleration"
3,"http://dbpedia.org/property/clutch"
1438,"http://dbpedia.org/property/incumbent"
2137,"http://dbpedia.org/ontology/mouthMountain"
1,"http://dbpedia.org/property/numberOfTrams"
1,"http://dbpedia.org/property/classMasters"
15,"http://dbpedia.org/property/hillSize"
14,"http://dbpedia.org/property/cprn"
13,"http://dbpedia.org/property/imageobverse"
4,"http://dbpedia.org/property/inhablocType"
1,"http://dbpedia.org/property/streams"
1,"http://dbpedia.org/property/imageSkylineHttp//en.wikipedia.org/w/index.php_percent_3Ftitle"
1,"http://dbpedia.org/property/oldmapsyear"
13,"http://dbpedia.org/property/bcType"
4554,"http://dbpedia.org/property/populationDemonym"
1,"http://dbpedia.org/property/executiveSuites"
2,"http://dbpedia.org/property/boardChairman"
1405,"http://dbpedia.org/ontology/relation"
7,"http://dbpedia.org/property/challengecups"
31,"http://dbpedia.org/property/leader4Type"
1,"http://dbpedia.org/property/designe"
11,"http://dbpedia.org/property/kurtosis"
59,"http://dbpedia.org/property/spurOf"
2,"http://dbpedia.org/property/casrn"
20,"http://dbpedia.org/property/wikisource"
1,"http://dbpedia.org/property/measure."
1,"http://dbpedia.org/property/kanjititled"
1,"http://dbpedia.org/property/schooltpe"
2,"http://dbpedia.org/property/managementElevationImperial"
1,"http://dbpedia.org/property/offMvp"
2,"http://dbpedia.org/property/westCoords"
47,"http://dbpedia.org/property/cryptanalysis"
1,"http://dbpedia.org/property/standCapacity"
5,"http://dbpedia.org/property/proper"
1,"http://dbpedia.org/property/trainingGround"
1,"http://dbpedia.org/property/routetype"
1,"http://dbpedia.org/property/designatedNrhpStub"
22,"http://dbpedia.org/property/sf1Score"
1,"http://dbpedia.org/property/congressman"
1224,"http://dbpedia.org/property/maxTakeoffWeightMain"
1,"http://dbpedia.org/property/birhtDate"
5326,"http://dbpedia.org/property/centre"
613,"http://dbpedia.org/property/inCommissionRange"
1,"http://dbpedia.org/property/videoCoach"
1,"http://dbpedia.org/property/gravitationalParameterMu"
11,"http://dbpedia.org/property/worldsM"
1,"http://dbpedia.org/property/internationalBorder"
1,"http://dbpedia.org/property/otherRodalies"
1,"http://dbpedia.org/property/iomAlterEgo"
1,"http://dbpedia.org/property/numberOfLocations"
1,"http://dbpedia.org/property/note5Size"
1,"http://dbpedia.org/property/watchInPortTime"
444,"http://dbpedia.org/property/bV"
2,"http://dbpedia.org/property/areaLandRound"
342,"http://dbpedia.org/property/spectral"
1,"http://dbpedia.org/property/data3Unsortable"
415,"http://dbpedia.org/property/_2name"
1,"http://dbpedia.org/property/pricipal"
1,"http://dbpedia.org/property/instrument8Characteristics"
1,"http://dbpedia.org/property/firboxarea"
3,"http://dbpedia.org/property/areaM"
15,"http://dbpedia.org/property/wr3Starter"
1,"http://dbpedia.org/property/motherCompany"
1,"http://dbpedia.org/property/mailaddress"
129,"http://dbpedia.org/property/governorGeneral"
3,"http://dbpedia.org/property/home13nat"
1,"http://dbpedia.org/property/sacPresident"
134,"http://dbpedia.org/property/sepMean_percent_C2_percent_B0c"
2,"http://dbpedia.org/property/_2009Location"
2,"http://dbpedia.org/property/yearOfCreation"
2,"http://dbpedia.org/property/parti4prosentendring"
12,"http://dbpedia.org/property/runnerffcount"
5,"http://dbpedia.org/property/conference9Wins"
7,"http://dbpedia.org/property/game8Score"
1,"http://dbpedia.org/property/percentReligion"
18,"http://dbpedia.org/property/inService"
19,"http://dbpedia.org/property/popdensityrank"
25,"http://dbpedia.org/property/mounting"
36,"http://dbpedia.org/property/coachgames_percent_28wins_percent_29"
63,"http://dbpedia.org/property/sealSize"
5,"http://dbpedia.org/property/development"
1,"http://dbpedia.org/property/stat31value"
2,"http://dbpedia.org/property/german"
1,"http://dbpedia.org/property/r8LengthM"
1,"http://dbpedia.org/property/totallydisputed"
850,"http://dbpedia.org/ontology/refseq"
119,"http://dbpedia.org/property/wingers"
4,"http://dbpedia.org/property/majorShareholders"
66,"http://dbpedia.org/property/arabicName"
2039,"http://dbpedia.org/property/elevationMaxM"
1,"http://dbpedia.org/property/stateCompetition"
1,"http://dbpedia.org/property/partie"
4,"http://dbpedia.org/property/churchWarden"
10,"http://dbpedia.org/property/prer_percent_C3_percent_B8rostrondheim"
1,"http://dbpedia.org/property/neverOwner"
192,"http://dbpedia.org/property/chiefscout"
1071,"http://dbpedia.org/property/via"
6,"http://dbpedia.org/property/partial"
4,"http://dbpedia.org/property/genitalia"
1,"http://dbpedia.org/property/patternCap"
4,"http://dbpedia.org/property/instrument5Name"
1,"http://dbpedia.org/property/vida"
17,"http://dbpedia.org/property/villain"
1,"http://dbpedia.org/property/soundsignal"
153,"http://dbpedia.org/property/l_percent_C3_percent_A4nge"
93,"http://dbpedia.org/property/moduleCode"
16,"http://dbpedia.org/property/gap"
6,"http://dbpedia.org/property/_250Manufacturers"
2,"http://dbpedia.org/property/secondManager"
2,"http://dbpedia.org/property/bowls"
2,"http://dbpedia.org/property/actionDirectors"
2,"http://dbpedia.org/property/driversChampAsia"
121,"http://dbpedia.org/property/dischargeMinImperial"
22,"http://dbpedia.org/property/boxwidth"
40,"http://dbpedia.org/property/areaCodeType"
1,"http://dbpedia.org/property/specialistAreas"
9,"http://dbpedia.org/property/atpCategory"
40,"http://dbpedia.org/property/nbcomm"
1,"http://dbpedia.org/property/excludeTer"
2,"http://dbpedia.org/property/dogs"
31,"http://dbpedia.org/property/badgecaption"
59,"http://dbpedia.org/property/loser"
1,"http://dbpedia.org/property/period9BorderWidth"
3,"http://dbpedia.org/property/thesSocsci"
1,"http://dbpedia.org/property/nombreCompleto"
45,"http://dbpedia.org/property/lastTruckWin"
1,"http://dbpedia.org/property//cityLatd"
4,"http://dbpedia.org/property/homeHlf"
1,"http://dbpedia.org/property/nearestCity_percent_28s_percent_29"
4,"http://dbpedia.org/property/ecBest"
5,"http://dbpedia.org/property/munasof"
36,"http://dbpedia.org/property/warStart"
5,"http://dbpedia.org/property/fastQuadchair"
21,"http://dbpedia.org/property/homeClubs"
2,"http://dbpedia.org/property/cableLayer"
1,"http://dbpedia.org/property/whith"
5,"http://dbpedia.org/property/_1rpSeed"
13,"http://dbpedia.org/property/volcanicGroup"
12,"http://dbpedia.org/property/subfamily"
2,"http://dbpedia.org/property/include_percent_27capacity_percent_27Field_percent_3F"
2,"http://dbpedia.org/property/week1717Color"
28,"http://dbpedia.org/property/battingSecondFlag"
1,"http://dbpedia.org/property/proRector"
1,"http://dbpedia.org/property/infrafamilia"
1,"http://dbpedia.org/property/placOfBirth"
2,"http://dbpedia.org/property/bar22Colour"
7,"http://dbpedia.org/property/launcher"
2,"http://dbpedia.org/property/characterDesigner"
1,"http://dbpedia.org/property/minorWins"
25,"http://dbpedia.org/property/governmentFootnotes"
28,"http://dbpedia.org/ontology/aircraftPatrol"
6,"http://dbpedia.org/property/worldChampionship"
4,"http://dbpedia.org/property/norris"
13,"http://dbpedia.org/property/gameTitle"
4,"http://dbpedia.org/property/lgThird"
3,"http://dbpedia.org/property/t7r"
1,"http://dbpedia.org/property/captain_percent_28men_percent_29"
1,"http://dbpedia.org/property/communityWebsite"
1,"http://dbpedia.org/property/shortDescrpition"
384,"http://dbpedia.org/property/nummerierung"
148,"http://dbpedia.org/property/ownerOper"
2452,"http://dbpedia.org/property/call"
1,"http://dbpedia.org/property/careerEarnings"
20,"http://dbpedia.org/property/symboldescription"
6,"http://dbpedia.org/property/damagespost"
21,"http://dbpedia.org/property/can"
2,"http://dbpedia.org/property/fedStatus"
98,"http://dbpedia.org/property/setupTime"
2,"http://dbpedia.org/property/formerOperator"
1,"http://dbpedia.org/property/funicularsTitol"
1,"http://dbpedia.org/property/partyNameDa"
1,"http://dbpedia.org/property/currentLeader"
3,"http://dbpedia.org/property/ethnicGroup"
97,"http://dbpedia.org/ontology/hsvCoordinateHue"
2,"http://dbpedia.org/property/shoulders"
417,"http://dbpedia.org/property/pushpinMap"
3,"http://dbpedia.org/property/unreleased"
79,"http://dbpedia.org/property/combatRadiusMain"
115,"http://dbpedia.org/property/significantother"
22,"http://dbpedia.org/property/janRainInch"
1,"http://dbpedia.org/property/pointsScorer"
14,"http://dbpedia.org/property/kom3points"
1,"http://dbpedia.org/property///undergrad"
1,"http://dbpedia.org/property/localRadio"
1,"http://dbpedia.org/property/aircraftRegistration"
5,"http://dbpedia.org/property/away6pos"
6,"http://dbpedia.org/property/creator_percent_28s_percent_29"
56,"http://dbpedia.org/ontology/aircraftAttack"
25,"http://dbpedia.org/property/established2Type"
4,"http://dbpedia.org/property/episcopal"
6126,"http://dbpedia.org/property/areaLandKm"
1,"http://dbpedia.org/property/yorkshireleague"
31,"http://dbpedia.org/property/servicenumber"
21,"http://dbpedia.org/property/lubecap"
16,"http://dbpedia.org/property/commemorated"
2,"http://dbpedia.org/property/areaUrbanSqKm"
3,"http://dbpedia.org/property/ecologicaltype"
3,"http://dbpedia.org/property/islandCouncillor"
1,"http://dbpedia.org/property/party3color"
31,"http://dbpedia.org/property/remas.Num"
2,"http://dbpedia.org/property/uniformedas"
817,"http://dbpedia.org/property/total"
14,"http://dbpedia.org/property/passSystem"
5,"http://dbpedia.org/property/r3Title"
1,"http://dbpedia.org/property/psyhicalCoach"
8092,"http://dbpedia.org/property/engine"
1,"http://dbpedia.org/property/numberOfFastFoodRestaurants"
3,"http://dbpedia.org/property/ships"
2,"http://dbpedia.org/property/erhaltungszustand"
1,"http://dbpedia.org/property/executiveDean"
10,"http://dbpedia.org/property/junMean_percent_C2_percent_B0f"
1,"http://dbpedia.org/property/frCadastreAreaMagnitude"
1,"http://dbpedia.org/property/wardens"
1,"http://dbpedia.org/property/religiousBelief_percent_28s_percent_29"
3,"http://dbpedia.org/property/reissues"
1,"http://dbpedia.org/property/_percent_28www.jangaon.in_percent_29Type"
1,"http://dbpedia.org/property/communeType"
1,"http://dbpedia.org/property/issuer"
1315,"http://dbpedia.org/property/rtitle"
2,"http://dbpedia.org/property/datePlace"
1,"http://dbpedia.org/property/mi"
50,"http://dbpedia.org/property/estCompletion"
1,"http://dbpedia.org/property/maximumRecordedFlow"
62,"http://dbpedia.org/ontology/beatifiedBy"
4,"http://dbpedia.org/property/faf"
1,"http://dbpedia.org/property/homeStadiun"
1,"http://dbpedia.org/property/stallions_percent_3Cbr/_percent_3EcoralCoastBoysFounded"
16,"http://dbpedia.org/property/transport"
6,"http://dbpedia.org/property/rd1Score12secondleg"
38,"http://dbpedia.org/property/natvar"
2,"http://dbpedia.org/property/dnamega"
108,"http://dbpedia.org/property/popdenKm"
373,"http://dbpedia.org/property/stock"
415,"http://dbpedia.org/property/sports"
1,"http://dbpedia.org/property/seriesBilling"
4,"http://dbpedia.org/property/regdivisionchamps"
1,"http://dbpedia.org/property/areaTotalKm2_percent_28cityProper_percent_29"
283,"http://dbpedia.org/property/janPrecipInch"
24,"http://dbpedia.org/ontology/beltwayCity"
25,"http://dbpedia.org/property/previousoperator"
4,"http://dbpedia.org/property/cameraOperators"
16,"http://dbpedia.org/property/brands"
13,"http://dbpedia.org/ontology/Planet/minimumTemperature"
45,"http://dbpedia.org/property/closureDate"
1,"http://dbpedia.org/property/headOfSchools"
16,"http://dbpedia.org/property/metropolitanCounty"
1,"http://dbpedia.org/property/period10Text"
761,"http://dbpedia.org/ontology/company"
18,"http://dbpedia.org/property/missEarth"
1997,"http://dbpedia.org/property/postTown"
1,"http://dbpedia.org/property/genodr"
1,"http://dbpedia.org/property/kms."
12,"http://dbpedia.org/property/height_percent_28m_percent_29"
2217,"http://dbpedia.org/property/jaKanji"
36,"http://dbpedia.org/property/lname"
1,"http://dbpedia.org/property/cleaunup"
27,"http://dbpedia.org/property/registrar"
293,"http://dbpedia.org/property/diocese"
300,"http://dbpedia.org/property/landkreis"
5525,"http://dbpedia.org/property/album"
1,"http://dbpedia.org/property/eventonly"
24,"http://dbpedia.org/property/enrollTotal"
1,"http://dbpedia.org/property/lietenant"
399,"http://dbpedia.org/property/colour"
287,"http://dbpedia.org/property/g"
269,"http://dbpedia.org/property/periastron"
11,"http://dbpedia.org/property/minimum"
12,"http://dbpedia.org/property/firstmeeting"
1,"http://dbpedia.org/property/bankruptcy"
1,"http://dbpedia.org/property/flagshipSchool"
5,"http://dbpedia.org/property/hypertransportFastest"
3,"http://dbpedia.org/property/athleticRival"
4,"http://dbpedia.org/property/govSeats"
12,"http://dbpedia.org/property/totalLengthMi"
1,"http://dbpedia.org/property/leptonNumber"
1,"http://dbpedia.org/property/website/Information"
51,"http://dbpedia.org/property/tracklength"
2,"http://dbpedia.org/property/qtrScore2A"
10,"http://dbpedia.org/property/voiceType_percent_28s_percent_29"
1,"http://dbpedia.org/property/thisRadioStationWasOriginallyStartedByWilliamMcgrath.AfterHeHadMadeAllThePreperationsForTheStation_percent_2CAForeignerNamedMangoLebrunastBrokeIntoTheBuildingInCentralOntarioAndForcedMcgrathToGiveMangoTheDeedToTheBuildingAndStation.MangoLebrunastFamilyStillOwnsTheStation.Image"
1,"http://dbpedia.org/property/angatype"
28,"http://dbpedia.org/property/fl2Time"
1,"http://dbpedia.org/property/horoscope"
1,"http://dbpedia.org/property/cognac"
2,"http://dbpedia.org/property/combatDesigner"
1,"http://dbpedia.org/property/imageWidtch"
2,"http://dbpedia.org/property/rd1Team08Goals"
25,"http://dbpedia.org/property/clip"
2,"http://dbpedia.org/ontology/headteacher"
29,"http://dbpedia.org/property/percentLand"
1,"http://dbpedia.org/property/trans_percent_2Bfat"
1,"http://dbpedia.org/property/source2LatM"
2,"http://dbpedia.org/property/nebulan"
6,"http://dbpedia.org/property/platformno"
17,"http://dbpedia.org/property/fertility"
1,"http://dbpedia.org/property/gangs"
6,"http://dbpedia.org/property/hm14Stat"
1,"http://dbpedia.org/property/seasonChamp3Name"
25,"http://dbpedia.org/property/districtOns"
1,"http://dbpedia.org/property/cur_percent_C3_percent_A9"
1,"http://dbpedia.org/property/occasionalVocalists"
15,"http://dbpedia.org/ontology/numberOfVineyards"
10,"http://dbpedia.org/property/eptMoneyFinishes"
558,"http://dbpedia.org/property/novPrecipMm"
30,"http://dbpedia.org/property/stage1time"
2,"http://dbpedia.org/property/rearcylindersize"
301,"http://dbpedia.org/property/sworn"
5,"http://dbpedia.org/property/vehiclesday"
19,"http://dbpedia.org/property/llg"
20,"http://dbpedia.org/property/mostSuccessful"
3,"http://dbpedia.org/property/componentA"
1,"http://dbpedia.org/property/cattop"
5,"http://dbpedia.org/property/nm"
20,"http://dbpedia.org/property/festerradstand"
1,"http://dbpedia.org/property/schoolLeadingUpTo"
97,"http://dbpedia.org/property/utcOffset"
2,"http://dbpedia.org/property/lprcOilersFullname"
19,"http://dbpedia.org/property/lockups"
24,"http://dbpedia.org/property/frozenfourcity"
9483,"http://dbpedia.org/property/imdbId"
8,"http://dbpedia.org/property/confederationsCupFirst"
15,"http://dbpedia.org/ontology/serviceModule"
7,"http://dbpedia.org/property/indprize"
1,"http://dbpedia.org/property/caddieMaster"
1,"http://dbpedia.org/property/bSiide"
4,"http://dbpedia.org/property/nearestRailwayStation"
1,"http://dbpedia.org/property/seaBattleOf"
11,"http://dbpedia.org/property/staterock"
1,"http://dbpedia.org/property/_2007Season"
500,"http://dbpedia.org/property/crest"
1,"http://dbpedia.org/property/traveling"
5,"http://dbpedia.org/property/missTqiRep_percent_C3_percent_BAblicaDominicana"
35,"http://dbpedia.org/property/directionA"
1,"http://dbpedia.org/property/localization"
22,"http://dbpedia.org/property/abovestyle"
3,"http://dbpedia.org/property/statusDate"
55,"http://dbpedia.org/property/phylumAuthority"
1,"http://dbpedia.org/property/illegitimateChildren"
4,"http://dbpedia.org/property/fastpass"
1,"http://dbpedia.org/property/cabinWidthAlt"
20,"http://dbpedia.org/property/acfstd"
1,"http://dbpedia.org/property/narrowelectro"
2,"http://dbpedia.org/property/raceStart"
20,"http://dbpedia.org/property/deans"
26,"http://dbpedia.org/property/satellites"
169,"http://dbpedia.org/property/resultyears"
22,"http://dbpedia.org/property/quelleLongGrad"
12,"http://dbpedia.org/ontology/fuelSystem"
57,"http://dbpedia.org/property/homename"
110,"http://dbpedia.org/property/retireddate"
17,"http://dbpedia.org/property/missionhighlight"
4,"http://dbpedia.org/property/week713Color"
167,"http://dbpedia.org/property/divisionTitles"
42,"http://dbpedia.org/property/otherwins"
1,"http://dbpedia.org/property/successoer"
1,"http://dbpedia.org/property/pins"
1,"http://dbpedia.org/property/constructionDuration"
7,"http://dbpedia.org/property/ind10avg"
172,"http://dbpedia.org/property/legistorm"
32,"http://dbpedia.org/property/abolished"
9,"http://dbpedia.org/property/rated"
1,"http://dbpedia.org/property/totalVideoGames"
1,"http://dbpedia.org/property/driverdiamter"
1,"http://dbpedia.org/property/starringNigggersssss"
47,"http://dbpedia.org/property/pm"
1,"http://dbpedia.org/property/collegeyears"
1,"http://dbpedia.org/property/finalAsia"
1,"http://dbpedia.org/property/idName"
1,"http://dbpedia.org/property/mynd"
2,"http://dbpedia.org/property/peak20a"
133,"http://dbpedia.org/property/englishReleaseDate"
209,"http://dbpedia.org/property/allMusic"
33,"http://dbpedia.org/property/topgoalkicker"
491,"http://dbpedia.org/ontology/id"
5,"http://dbpedia.org/property/dateissue"
45,"http://dbpedia.org/property/stateStart"
7,"http://dbpedia.org/property/blank3NameSec"
1,"http://dbpedia.org/property/legalGer"
3,"http://dbpedia.org/property/aflGoals"
1,"http://dbpedia.org/property/coastGuard"
6,"http://dbpedia.org/property/pixelCoa"
16,"http://dbpedia.org/ontology/supplementalDraftYear"
1,"http://dbpedia.org/property/_percent_D0_percent_BD_percent_D0_percent_B0_percent_D1_percent_87_percent_D0_percent_B8_percent_D0_percent_BD"
27,"http://dbpedia.org/ontology/totalTravellers"
9,"http://dbpedia.org/property/partsStyle"
3,"http://dbpedia.org/property/aliases/nicknames"
1,"http://dbpedia.org/property/greenlodge"
14,"http://dbpedia.org/property/blankdetailstitle"
2,"http://dbpedia.org/property/floodlights"
25,"http://dbpedia.org/property/lastUsed"
8,"http://dbpedia.org/property/cars"
2,"http://dbpedia.org/property/winLabel"
3,"http://dbpedia.org/property/orgin"
1,"http://dbpedia.org/property/assit.Princ."
1,"http://dbpedia.org/property/languedocRoussillon"
232,"http://dbpedia.org/property/countryLargestCity"
2,"http://dbpedia.org/property/latestStableRelease"
1,"http://dbpedia.org/property/nofromAlbum"
20,"http://dbpedia.org/property/qf1Score"
1,"http://dbpedia.org/property/outerharborline"
1,"http://dbpedia.org/property/deathy"
56,"http://dbpedia.org/property/zincMg"
259,"http://dbpedia.org/property/notableStudents"
7,"http://dbpedia.org/property/thirdFlagvar"
10,"http://dbpedia.org/property/sr1564Years"
1220,"http://dbpedia.org/property/bowltourneyresult"
42,"http://dbpedia.org/property/allamericans"
2,"http://dbpedia.org/property/oralArgument"
1,"http://dbpedia.org/property/appmag_percent_28combined_percent_29V"
2,"http://dbpedia.org/property/allstar"
2,"http://dbpedia.org/property/poll4Nominee"
3,"http://dbpedia.org/property/aiHurling"
1,"http://dbpedia.org/property/aps"
3,"http://dbpedia.org/property/hung"
2,"http://dbpedia.org/property/i1Class"
115,"http://dbpedia.org/property/uncles"
2193,"http://dbpedia.org/property/laterwork"
1,"http://dbpedia.org/property/overlay19colour"
2,"http://dbpedia.org/property/achsfolge"
1,"http://dbpedia.org/property/_percent_3CimgSrc"
645,"http://dbpedia.org/property/ruClubyears"
20,"http://dbpedia.org/property/totaldelegates"
6,"http://dbpedia.org/property/epSeats"
16,"http://dbpedia.org/property/gamecount"
2,"http://dbpedia.org/property/noBowlChamps"
3255088,"http://dbpedia.org/property/reference"
1,"http://dbpedia.org/property/serviceareaTtextcolor"
2,"http://dbpedia.org/property/week2019Color"
